"","nerr","nfault","system","iteration","wasted_effort_quality_fair","wasted_effort"
"41472",3,4,74,6,0.0833333333333334,11
"41480",3,4,74,10,0.714285714285714,4
"41482",3,4,75,1,0,0
"41498",3,4,75,9,0.866666666666667,2
"41508",3,4,76,4,0.571428571428571,6
"41518",3,4,76,9,0.458333333333333,6.5
"41522",3,4,77,1,0.571428571428571,3
"41530",3,4,77,5,0,0
"41534",3,4,77,7,0.6,2
"41562",3,4,79,1,0.6,2
"41570",3,4,79,5,0.857142857142857,1
"41576",3,4,79,8,0.571428571428571,3
"41600",3,4,80,10,0.636363636363636,4
"41626",3,4,82,3,0.769230769230769,3
"41660",3,4,83,10,0.291666666666667,8.5
"41664",3,4,84,2,0.428571428571429,4
"41716",3,4,86,8,0.954545454545455,1
"41766",3,4,89,3,0.8,2
"41770",3,4,89,5,0.136363636363636,9.5
"41784",3,4,90,2,0.285714285714286,10
"41798",3,4,90,9,0.4,9
"41802",3,4,91,1,0.142857142857143,6
"41816",3,4,91,8,0.5,4
"41818",3,4,91,9,0.5,3
"41820",3,4,91,10,0.583333333333333,2.5
"41822",3,4,92,1,0.6,4
"41848",3,4,93,4,0.666666666666667,2
"41930",3,4,97,5,0.888888888888889,1
"41980",3,4,99,10,0.285714285714286,5
"41986",3,4,100,3,0.375,5
"42038",4,4,2,9,0.866666666666667,2
"42066",4,4,4,3,0.4,6
"42074",4,4,4,7,0.625,4.5
"42142",4,4,8,1,0.5,6.5
"42170",4,4,9,5,0.1875,6.5
"42182",4,4,10,1,0.0714285714285714,19.5
"42188",4,4,10,4,0.0625,15
"42196",4,4,10,8,0.289473684210526,13.5
"42206",4,4,11,3,0.769230769230769,3
"42218",4,4,11,9,0.75,3
"42226",4,4,12,3,0.75,4
"42234",4,4,12,7,0.46875,8.5
"42238",4,4,12,9,0.233333333333333,11.5
"42246",4,4,13,3,0.416666666666667,3.5
"42254",4,4,13,7,0.5,3.5
"42288",4,4,15,4,0.395833333333333,14.5
"42302",4,4,16,1,0.346153846153846,8.5
"42408",4,4,21,4,0.8,1
"42452",4,4,23,6,0.527777777777778,8.5
"42506",4,4,26,3,0.3,14
"42508",4,4,26,4,0.229166666666667,18.5
"42516",4,4,26,8,0.369565217391304,14.5
"42518",4,4,26,9,0.545454545454545,10
"42532",4,4,27,6,0.545454545454545,5
"42580",4,4,29,10,0.0681818181818182,20.5
"42584",4,4,30,2,0.282608695652174,16.5
"42588",4,4,30,4,0.909090909090909,2
"42592",4,4,30,6,0.630434782608696,8.5
"42616",4,4,31,8,0.583333333333333,7.5
"42638",4,4,32,9,0.75,3
"42642",4,4,33,1,0.375,5
"42644",4,4,33,2,0.25,6
"42690",4,4,35,5,0.289473684210526,13.5
"42696",4,4,35,8,0.0833333333333334,16.5
"42704",4,4,36,2,0.4375,4.5
"42774",4,4,39,7,0.41304347826087,13.5
"42782",4,4,40,1,0.833333333333333,3
"42822",4,4,42,1,0.5,2.5
"42826",4,4,42,3,0,6
"42828",4,4,42,4,0,5
"42830",4,4,42,5,0.166666666666667,5
"42834",4,4,42,7,0,6
"42848",4,4,43,4,0.5,4.5
"42856",4,4,43,8,0.5,4
"42860",4,4,43,10,0.571428571428571,3
"42870",4,4,44,5,0.25,4.5
"42874",4,4,44,7,0.625,1.5
"42880",4,4,44,10,0.5,4
"42974",4,4,49,7,0.727272727272727,3
"42978",4,4,49,9,0.714285714285714,2
"43084",4,4,55,2,0.538461538461538,6
"43100",4,4,55,10,0,0
"43124",4,4,57,2,0.416666666666667,3.5
"43128",4,4,57,4,0.25,4.5
"43132",4,4,57,6,0.714285714285714,2
"43160",4,4,58,10,0.882352941176471,2
"43190",4,4,60,5,0.75,6
"43202",4,4,61,1,0.266666666666667,11
"43224",4,4,62,2,0.714285714285714,2
"43264",4,4,64,2,0.7,4.5
"43306",4,4,66,3,0,0
"43318",4,4,66,9,0.1875,6.5
"43338",4,4,67,9,0.8,3
"43378",4,4,69,9,0.607142857142857,5.5
"43410",4,4,71,5,0.857142857142857,1
"43436",4,4,72,8,0.5625,3.5
"43472",4,4,74,6,0.307692307692308,9
"43476",4,4,74,8,0.714285714285714,4
"43502",4,4,76,1,0.638888888888889,6.5
"43510",4,4,76,5,0.785714285714286,3
"43562",4,4,79,1,0.666666666666667,2
"43570",4,4,79,5,0.25,4.5
"43572",4,4,79,6,0.571428571428571,3
"43574",4,4,79,7,0.6,2
"43602",4,4,81,1,0.631578947368421,7
"43610",4,4,81,5,0.763157894736842,4.5
"43612",4,4,81,6,0.611111111111111,7
"43618",4,4,81,9,0.277777777777778,13
"43630",4,4,82,5,0.5,8.5
"43638",4,4,82,9,0.2,12
"43664",4,4,84,2,0.727272727272727,3
"43746",4,4,88,3,0.54,11.5
"43762",4,4,89,1,0.653846153846154,4.5
"43772",4,4,89,6,0.125,10.5
"43776",4,4,89,8,0.1,13.5
"43794",4,4,90,7,0.208333333333333,9.5
"43796",4,4,90,8,0.846153846153846,2
"43808",4,4,91,4,0.555555555555556,4
"43812",4,4,91,6,0.555555555555556,4
"43822",4,4,92,1,0.65,7
"43826",4,4,92,3,0.1875,13
"43830",4,4,92,5,0.84375,2.5
"43840",4,4,92,10,0.107142857142857,12.5
"43858",4,4,93,9,0.166666666666667,7.5
"43860",4,4,93,10,0.571428571428571,3
"43870",4,4,94,5,0.25,6
"43872",4,4,94,6,0.222222222222222,7
"43908",4,4,96,4,0.75,2
"43924",4,4,97,2,0.791666666666667,5
"43930",4,4,97,5,0.821428571428571,5
"43942",4,4,98,1,0.520833333333333,11.5
"43964",4,4,99,2,0.6875,2.5
"43982",4,4,100,1,0.896551724137931,3
"43996",4,4,100,8,0,0
"44080",5,4,4,10,0.571428571428571,3
"44130",5,4,7,5,0.75,4.5
"44132",5,4,7,6,0.368421052631579,12
"44160",5,4,8,10,0.275,14.5
"44162",5,4,9,1,0.651515151515151,11.5
"44182",5,4,10,1,0.3,3.5
"44184",5,4,10,2,0.25,4.5
"44186",5,4,10,3,0.25,4.5
"44212",5,4,11,6,0.428571428571429,12
"44222",5,4,12,1,0,0
"44234",5,4,12,7,0,0
"44236",5,4,12,8,0.477272727272727,11.5
"44242",5,4,13,1,0.666666666666667,3
"44252",5,4,13,6,0.5,3
"44290",5,4,15,5,0.404761904761905,12.5
"44292",5,4,15,6,0.238095238095238,16
"44294",5,4,15,7,0.342105263157895,12.5
"44300",5,4,15,10,0.522727272727273,10.5
"44304",5,4,16,2,0.7,3
"44312",5,4,16,6,0.7,3
"44316",5,4,16,8,0.818181818181818,2
"44334",5,4,17,7,0.448275862068966,16
"44430",5,4,22,5,0.388888888888889,11
"44488",5,4,25,4,0.666666666666667,3
"44494",5,4,25,7,0.785714285714286,1.5
"44534",5,4,27,7,0.923076923076923,1
"44546",5,4,28,3,0.393939393939394,20
"44548",5,4,28,4,0.612903225806452,12
"44552",5,4,28,6,0.185714285714286,28.5
"44554",5,4,28,7,0.296875,22.5
"44556",5,4,28,8,0.1875,26
"44558",5,4,28,9,0.532258064516129,14.5
"44582",5,4,30,1,0.473684210526316,10
"44588",5,4,30,4,0.725,5.5
"44604",5,4,31,2,0.76,6
"44614",5,4,31,7,0.447368421052632,10.5
"44618",5,4,31,9,0.477272727272727,11.5
"44650",5,4,33,5,0.428571428571429,12
"44662",5,4,34,1,0.625,4.5
"44680",5,4,34,10,0.382352941176471,10.5
"44708",5,4,36,4,0.342105263157895,12.5
"44710",5,4,36,5,0.527777777777778,8.5
"44712",5,4,36,6,0.583333333333333,7.5
"44722",5,4,37,1,0.28125,11.5
"44724",5,4,37,2,0.523809523809524,10
"44726",5,4,37,3,0.1875,13
"44736",5,4,37,8,0.323529411764706,11.5
"44738",5,4,37,9,0.657894736842105,6.5
"44740",5,4,37,10,0.1,18
"44748",5,4,38,4,0.416666666666667,3.5
"44778",5,4,39,9,0.935483870967742,2
"44782",5,4,40,1,0.666666666666667,11
"44786",5,4,40,3,0.712121212121212,9.5
"44828",5,4,42,4,0.825,3.5
"44872",5,4,44,6,0.75,1
"44876",5,4,44,8,0.5,4
"44878",5,4,44,9,0.75,1.5
"44890",5,4,45,5,0.483333333333333,15.5
"44894",5,4,45,7,0.516666666666667,14.5
"44944",5,4,48,2,0.892857142857143,3
"45000",5,4,50,10,0.454545454545455,6
"45018",5,4,51,9,0,0
"45128",5,4,57,4,0.560606060606061,14.5
"45160",5,4,58,10,0.925,1.5
"45162",5,4,59,1,0.645161290322581,11
"45170",5,4,59,5,0.407407407407407,16
"45182",5,4,60,1,0.712121212121212,9.5
"45208",5,4,61,4,0.416666666666667,14
"45212",5,4,61,6,0.462962962962963,14.5
"45216",5,4,61,8,0.568181818181818,9.5
"45218",5,4,61,9,0.75,6
"45222",5,4,62,1,0.818181818181818,4
"45234",5,4,62,7,0.425,11.5
"45282",5,4,65,1,0.777777777777778,2
"45304",5,4,66,2,0.5,3.5
"45314",5,4,66,7,0.357142857142857,4.5
"45330",5,4,67,5,0.357142857142857,13.5
"45332",5,4,67,6,0.552631578947368,8.5
"45370",5,4,69,5,0.607142857142857,11
"45380",5,4,69,10,0.3125,22
"45428",5,4,72,4,0.971428571428571,1
"45472",5,4,74,6,0.904761904761905,2
"45502",5,4,76,1,0.547619047619048,9.5
"45508",5,4,76,4,0,0
"45546",5,4,78,3,0.575,8.5
"45570",5,4,79,5,0.571428571428571,3
"45612",5,4,81,6,0.583333333333333,12.5
"45620",5,4,81,10,0.714285714285714,10
"45636",5,4,82,8,0.5,3
"45640",5,4,82,10,0.714285714285714,2
"45672",5,4,84,6,0.75,5.5
"45730",5,4,87,5,0.630434782608696,8.5
"45744",5,4,88,2,0.636363636363636,12
"45864",5,4,94,2,0.583333333333333,5
"45866",5,4,94,3,0.625,3
"45870",5,4,94,5,0.227272727272727,8.5
"45878",5,4,94,9,0.1875,6.5
"45880",5,4,94,10,0.590909090909091,4.5
"45910",5,4,96,5,0.821428571428571,5
"45964",5,4,99,2,0.571428571428571,15
"45986",5,4,100,3,0.642857142857143,12.5
"46058",6,4,3,9,0.588235294117647,14
"46126",6,4,7,3,0.53125,7.5
"46128",6,4,7,4,0.315789473684211,13
"46132",6,4,7,6,0.588235294117647,7
"46224",6,4,12,2,0.25,21
"46228",6,4,12,4,0.285714285714286,20
"46230",6,4,12,5,0.6,10
"46238",6,4,12,9,0.339285714285714,18.5
"46272",6,4,14,6,0,0
"46276",6,4,14,8,0.285714285714286,10
"46278",6,4,14,9,0.846153846153846,2
"46282",6,4,15,1,0.5,8
"46284",6,4,15,2,0.09375,14.5
"46290",6,4,15,5,0.605263157894737,7.5
"46292",6,4,15,6,0,0
"46298",6,4,15,9,0.805555555555556,3.5
"46318",6,4,16,9,0.6,12
"46328",6,4,17,4,0,0
"46352",6,4,18,6,0.471428571428571,18.5
"46396",6,4,20,8,0.703703703703704,8
"46410",6,4,21,5,0.590909090909091,4.5
"46428",6,4,22,4,0.948275862068966,1.5
"46442",6,4,23,1,0.757142857142857,8.5
"46444",6,4,23,2,0.764705882352941,8
"46496",6,4,25,8,0.758620689655172,7
"46544",6,4,28,2,0.95,2
"46628",6,4,32,4,0.642857142857143,5
"46638",6,4,32,9,0.735294117647059,4.5
"46678",6,4,34,9,0.560606060606061,14.5
"46708",6,4,36,4,0,0
"46852",6,4,43,6,0.863636363636364,4.5
"46854",6,4,43,7,0.859375,4.5
"46856",6,4,43,8,0.833333333333333,6
"46934",6,4,47,7,0.676470588235294,5.5
"46952",6,4,48,6,0.535714285714286,19.5
"47126",6,4,57,3,0.34375,21
"47218",6,4,61,9,0.34375,10.5
"47220",6,4,61,10,0.78125,3.5
"47230",6,4,62,5,0.95,2
"47252",6,4,63,6,0.204545454545455,17.5
"47254",6,4,63,7,0.673913043478261,7.5
"47258",6,4,63,9,0.386363636363636,13.5
"47294",6,4,65,7,0.222222222222222,7
"47298",6,4,65,9,0.277777777777778,6.5
"47324",6,4,67,2,0.2,8
"47326",6,4,67,3,0.5,3.5
"47338",6,4,67,9,0.5,4
"47394",6,4,70,7,0.939393939393939,2
"47412",6,4,71,6,0.375,17.5
"47436",6,4,72,8,0.78125,7
"47444",6,4,73,2,0.609375,12.5
"47450",6,4,73,5,0.833333333333333,5.5
"47484",6,4,75,2,0.5,10.5
"47492",6,4,75,6,0.958333333333333,1
"47494",6,4,75,7,0.547619047619048,9.5
"47506",6,4,76,3,0.5,10
"47538",6,4,77,9,0.428571428571429,16
"47544",6,4,78,2,0.535714285714286,6.5
"47552",6,4,78,6,0.730769230769231,3.5
"47558",6,4,78,9,0.423076923076923,7.5
"47580",6,4,79,10,0.783333333333333,6.5
"47602",6,4,81,1,0,0
"47624",6,4,82,2,0.142857142857143,6
"47664",6,4,84,2,0.75,2
"47678",6,4,84,9,0.4375,4.5
"47702",6,4,86,1,0.805555555555556,3.5
"47710",6,4,86,5,0.605263157894737,7.5
"47714",6,4,86,7,0.105263157894737,17
"47716",6,4,86,8,0.388888888888889,11
"47718",6,4,86,9,0.525,9.5
"47794",6,4,90,7,0.636363636363636,4
"47796",6,4,90,8,0.269230769230769,9.5
"47818",6,4,91,9,0.185185185185185,22
"47824",6,4,92,2,0.314814814814815,18.5
"47832",6,4,92,6,0.357142857142857,18
"47834",6,4,92,7,0.88,3
"47858",6,4,93,9,0.789473684210526,8
"47872",6,4,94,6,0.259259259259259,20
"47904",6,4,96,2,0.535714285714286,6.5
"47954",6,4,98,7,0.424242424242424,19
"47968",6,4,99,4,0.25,13.5
"47982",6,4,100,1,0.142857142857143,12
"47988",6,4,100,4,0.423076923076923,7.5
"47994",6,4,100,7,0.142857142857143,12
"47998",6,4,100,9,0.115384615384615,11.5
"48006",7,4,1,3,0.5,13
"48048",7,4,3,4,0,0
"48060",7,4,3,10,0.732142857142857,7.5
"48096",7,4,5,8,0.588235294117647,7
"48114",7,4,6,7,0.388888888888889,5.5
"48210",7,4,11,5,0.628571428571429,13
"48242",7,4,13,1,0.153846153846154,22
"48244",7,4,13,2,0.592592592592593,11
"48250",7,4,13,5,0.416666666666667,14
"48254",7,4,13,7,0.458333333333333,13
"48260",7,4,13,10,0.434782608695652,13
"48262",7,4,14,1,0.928571428571429,1
"48264",7,4,14,2,0.470588235294118,9
"48276",7,4,14,8,0.941176470588235,1
"48278",7,4,14,9,0.105263157894737,17
"48280",7,4,14,10,0.138888888888889,15.5
"48364",7,4,19,2,0.733333333333333,4
"48366",7,4,19,3,0.464285714285714,7.5
"48376",7,4,19,8,0,0
"48378",7,4,19,9,0.382352941176471,10.5
"48432",7,4,22,6,0.548387096774194,14
"48466",7,4,24,3,0.357142857142857,4.5
"48470",7,4,24,5,0.571428571428571,3
"48584",7,4,30,2,0.816666666666667,5.5
"48586",7,4,30,3,0.683333333333333,9.5
"48608",7,4,31,4,0.227272727272727,8.5
"48616",7,4,31,8,0.2,8
"48618",7,4,31,9,0.25,7.5
"48650",7,4,33,5,0.734375,8.5
"48662",7,4,34,1,0.6,4
"48700",7,4,35,10,0.779069767441861,9.5
"48712",7,4,36,6,0.40625,9.5
"48714",7,4,36,7,0.764705882352941,4
"48720",7,4,36,10,0,0
"48764",7,4,39,2,0.380952380952381,13
"48768",7,4,39,4,0.583333333333333,10
"48774",7,4,39,7,0.391304347826087,14
"48780",7,4,39,10,0.41304347826087,13.5
"48798",7,4,40,9,0.384615384615385,8
"48806",7,4,41,3,0.366666666666667,19
"48846",7,4,43,3,0.357142857142857,9
"48856",7,4,43,8,0.705882352941176,5
"48870",7,4,44,5,0.260869565217391,17
"48876",7,4,44,8,0.80952380952381,4
"48934",7,4,47,7,0,0
"48966",7,4,49,3,0,0
"49004",7,4,51,2,0.619047619047619,8
"49012",7,4,51,6,0,0
"49016",7,4,51,8,0.791666666666667,5
"49020",7,4,51,10,0.45,11
"49038",7,4,52,9,0.613636363636364,8.5
"49054",7,4,53,7,0.583333333333333,12.5
"49082",7,4,55,1,0.878048780487805,5
"49106",7,4,56,3,0.35,6.5
"49142",7,4,58,1,0.829545454545455,7.5
"49150",7,4,58,5,0,0
"49238",7,4,62,9,0.5,12
"49242",7,4,63,1,0.285714285714286,10
"49250",7,4,63,5,0,0
"49292",7,4,65,6,0.2,8
"49294",7,4,65,7,0.35,6.5
"49296",7,4,65,8,0.2,8
"49300",7,4,65,10,0.3125,5.5
"49322",7,4,67,1,0.470588235294118,9
"49326",7,4,67,3,0.576923076923077,5.5
"49336",7,4,67,8,0.466666666666667,8
"49338",7,4,67,9,0.4375,9
"49382",7,4,70,1,0,0
"49384",7,4,70,2,0.711538461538462,7.5
"49388",7,4,70,4,0.434782608695652,13
"49398",7,4,70,9,0.543478260869565,10.5
"49400",7,4,70,10,0.706896551724138,8.5
"49484",7,4,75,2,0.523255813953488,20.5
"49488",7,4,75,4,0.435897435897436,22
"49496",7,4,75,8,0.779069767441861,9.5
"49500",7,4,75,10,0.2125,31.5
"49536",7,4,77,8,0.571428571428571,9
"49538",7,4,77,9,0.729166666666667,6.5
"49566",7,4,79,3,0.575,8.5
"49570",7,4,79,5,0.785714285714286,4.5
"49632",7,4,82,6,0.25,4.5
"49634",7,4,82,7,0.714285714285714,2
"49666",7,4,84,3,0.807692307692308,2.5
"49740",7,4,87,10,0.5,5
"49744",7,4,88,2,0.719512195121951,11.5
"49802",7,4,91,1,0.24,19
"49858",7,4,93,9,0.886363636363636,2.5
"49864",7,4,94,2,0.862068965517241,4
"49898",7,4,95,9,0.631578947368421,7
"49962",7,4,99,1,0.522727272727273,10.5
"49980",7,4,99,10,0.818181818181818,4
"50022",8,4,2,1,0.65,10.5
"50026",8,4,2,3,0.696428571428571,8.5
"50030",8,4,2,5,0.706896551724138,8.5
"50032",8,4,2,6,0.453125,17.5
"50034",8,4,2,7,0.316666666666667,20.5
"50036",8,4,2,8,0,0
"50040",8,4,2,10,0.560606060606061,14.5
"50042",8,4,3,1,0.967391304347826,1.5
"50130",8,4,7,5,0.538461538461538,18
"50146",8,4,8,3,0.325,13.5
"50220",8,4,11,10,0.734375,8.5
"50230",8,4,12,5,0.720588235294118,9.5
"50246",8,4,13,3,0.338709677419355,20.5
"50360",8,4,18,10,0,0
"50408",8,4,21,4,0.619047619047619,8
"50442",8,4,23,1,0.825581395348837,7.5
"50470",8,4,24,5,0.869047619047619,5.5
"50492",8,4,25,6,0.214285714285714,5.5
"50498",8,4,25,9,0.611111111111111,3.5
"50542",8,4,28,1,0.705882352941176,5
"50554",8,4,28,7,0.694444444444444,5.5
"50562",8,4,29,1,0.666666666666667,5
"50564",8,4,29,2,0.625,6
"50570",8,4,29,5,0.5,7
"50580",8,4,29,10,0.833333333333333,2.5
"50588",8,4,30,4,0.391891891891892,22.5
"50686",8,4,35,3,0.712121212121212,9.5
"50752",8,4,38,6,0.888888888888889,2
"50804",8,4,41,2,0.706896551724138,8.5
"50816",8,4,41,8,0.387096774193548,19
"50846",8,4,43,3,0.75,10.5
"50894",8,4,45,7,0.553571428571429,12.5
"50962",8,4,49,1,0.654761904761905,14.5
"50966",8,4,49,3,0.33695652173913,30.5
"50974",8,4,49,7,0.829545454545455,7.5
"50980",8,4,49,10,0.674418604651163,14
"51026",8,4,52,3,0.69047619047619,6.5
"51060",8,4,53,10,0,0
"51118",8,4,56,9,0.971428571428571,1
"51224",8,4,62,2,0.696428571428571,8.5
"51270",8,4,64,5,0,0
"51274",8,4,64,7,0.666666666666667,6
"51276",8,4,64,8,0.157894736842105,16
"51278",8,4,64,9,0.473684210526316,10
"51306",8,4,66,3,0.15,17
"51338",8,4,67,9,0,0
"51372",8,4,69,6,0.45,5.5
"51448",8,4,73,4,0.454545454545455,24
"51450",8,4,73,5,0.74390243902439,10.5
"51452",8,4,73,6,0.340909090909091,29
"51480",8,4,74,10,0.92,2
"51500",8,4,75,10,0.611111111111111,10.5
"51522",8,4,77,1,0.882352941176471,2
"51572",8,4,79,6,0.458333333333333,13
"51586",8,4,80,3,0.69047619047619,6.5
"51614",8,4,81,7,0.632352941176471,12.5
"51616",8,4,81,8,0.806451612903226,6
"51656",8,4,83,8,0.857142857142857,2
"51662",8,4,84,1,0.58,10.5
"51682",8,4,85,1,0.681818181818182,7
"51700",8,4,85,10,0.770833333333333,5.5
"51704",8,4,86,2,0.473684210526316,10
"51750",8,4,88,5,0.394736842105263,11.5
"51824",8,4,92,2,0.59375,6.5
"51836",8,4,92,8,0,0
"51838",8,4,92,9,0.4,9
"51840",8,4,92,10,0.566666666666667,6.5
"51854",8,4,93,7,0.522727272727273,10.5
"51912",8,4,96,6,0.9,3.5
"51920",8,4,96,10,0.974358974358974,1
"51972",8,4,99,6,0.635416666666667,17.5
"51982",8,4,100,1,0.175,16.5
"51986",8,4,100,3,0,0
"51988",8,4,100,4,0,0
"51992",8,4,100,6,0.3125,11
"51994",8,4,100,7,0.470588235294118,9
"51996",8,4,100,8,0.277777777777778,13
"52250",9,4,13,5,0.741935483870968,8
"52254",9,4,13,7,0.548387096774194,14
"52258",9,4,13,9,0,0
"52260",9,4,13,10,0.787878787878788,7
"52268",9,4,14,4,0.25,4.5
"52326",9,4,17,3,0.586206896551724,12
"52332",9,4,17,6,0.76,6
"52344",9,4,18,2,0.903225806451613,3
"52354",9,4,18,7,0.854838709677419,4.5
"52400",9,4,20,10,0.75,9.5
"52492",9,4,25,6,0.51219512195122,20
"52518",9,4,26,9,0.943181818181818,2.5
"52566",9,4,29,3,0.479166666666667,12.5
"52584",9,4,30,2,0.791666666666667,2.5
"52586",9,4,30,3,0,0
"52588",9,4,30,4,0,0
"52592",9,4,30,6,0.708333333333333,3.5
"52594",9,4,30,7,0.625,4.5
"52598",9,4,30,9,0.388888888888889,5.5
"52600",9,4,30,10,0.25,7.5
"52662",9,4,34,1,0.5625,3.5
"52690",9,4,35,5,0.845238095238095,6.5
"52694",9,4,35,7,0.654761904761905,14.5
"52834",9,4,42,7,0,0
"52878",9,4,44,9,0.34375,10.5
"52952",9,4,48,6,0,0
"52962",9,4,49,1,0.583333333333333,5
"52964",9,4,49,2,0.535714285714286,6.5
"52966",9,4,49,3,0.6,4
"52970",9,4,49,5,0.545454545454545,5
"52972",9,4,49,6,0.583333333333333,5
"52980",9,4,49,10,0,0
"52982",9,4,50,1,0.674418604651163,14
"52984",9,4,50,2,0.773809523809524,9.5
"52994",9,4,50,7,0.965116279069767,1.5
"52996",9,4,50,8,0.966666666666667,1.5
"53034",9,4,52,7,0.842857142857143,5.5
"53052",9,4,53,6,0.314814814814815,18.5
"53128",9,4,57,4,0,0
"53134",9,4,57,7,0.609375,12.5
"53136",9,4,57,8,0.392857142857143,17
"53162",9,4,59,1,0.9,1.5
"53184",9,4,60,2,0,0
"53192",9,4,60,6,0.277777777777778,6.5
"53302",9,4,66,1,0.291666666666667,8.5
"53304",9,4,66,2,0.115384615384615,11.5
"53306",9,4,66,3,0.21875,12.5
"53318",9,4,66,9,0.571428571428571,6
"53322",9,4,67,1,0.69047619047619,6.5
"53328",9,4,67,4,0.605263157894737,7.5
"53336",9,4,67,8,0.472222222222222,9.5
"53342",9,4,68,1,0.709677419354839,9
"53362",9,4,69,1,0.654761904761905,14.5
"53370",9,4,69,5,0.826530612244898,8.5
"53424",9,4,72,2,0.709677419354839,9
"53446",9,4,73,3,0,0
"53516",9,4,76,8,0.851851851851852,4
"53538",9,4,77,9,0.2,16
"53684",9,4,85,2,0.630434782608696,8.5
"53688",9,4,85,4,0.26,18.5
"53698",9,4,85,9,0.44,14
"53726",9,4,87,3,0,0
"53756",9,4,88,8,0,0
"53848",9,4,93,4,0.441176470588235,9.5
"53866",9,4,94,3,0.425,11.5
"53868",9,4,94,4,0.642857142857143,7.5
"53874",9,4,94,7,0.125,17.5
"53876",9,4,94,8,0.7,6
"53878",9,4,94,9,0.15,17
"53978",9,4,99,9,0.653846153846154,4.5
"53982",9,4,100,1,0.923076923076923,4
"53986",9,4,100,3,0.717391304347826,13
"53990",9,4,100,5,0.836538461538462,8.5
